"","type","text"
"5246","ham","Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime"
"5247","ham","Oh all have to come ah?"
"5248","ham","Is it your yahoo boys that bring in the perf? Or legal."
"5249","ham","Hey we can go jazz power yoga hip hop kb and yogasana "
"5250","ham","oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight"
"5251","ham","Anything..."
"5252","ham","HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  # .Call Ms.Suman  #  for Telephonic interview -via Indyarocks.com"
"5253","ham","It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool."
"5254","ham","Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!"
"5255","ham","Am not interested to do like that."
"5256","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
"5257","spam","Missed call alert. These numbers called but left no message. 07008009200"
"5258","spam","Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
"5259","ham","Infact happy new year. How are you where are you when are we seeing"
"5260","ham","Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
"5261","ham","Remember to ask alex about his pizza"
"5262","ham","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
"5263","ham","Why didn't u call on your lunch?"
"5264","ham","Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?"
"5265","ham","Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat..."
"5266","ham","I told your number to gautham.."
"5267","ham","Its too late:)but its k.wish you the same."
"5268","ham","Will u b going to esplanade fr home?"
"5269","ham","I think your mentor is , but not 100 percent sure."
"5270","spam","Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698"
"5271","ham","Many times we lose our best ones bcoz we are "
"5272","ham","Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff."
"5273","ham","Height of Confidence: All the Aeronautics professors wer calld & they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:if it is made by my students,this wont even start........ Datz confidence.."
"5274","ham","Ever green quote ever told by Jerry in cartoon A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
"5275","ham",":( but your not here...."
"5276","ham","So when you gonna get rimac access "
"5277","ham","Can not use foreign stamps in this country. Good lecture ."
"5278","ham","Pls pls find out from aunt nike."
"5279","ham","Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that  #  lac crore of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  #  yrs. Can give  #  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  #  social projects. Every citizen can get monthly  # /- for  #  yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."
"5280","ham","Ok. Very good. Its all about making that money."
"5281","spam","our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
"5282","ham","Sure, whenever you show up"
"5283","ham","Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?"
"5284","ham","Hello- thanx for taking that call. I got a job! Starts on monday!"
"5285","ham","Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke "
"5286","ham","Now press conference da:)"
"5287","ham","No message..no responce..what happend?"
"5288","ham","ALRITE"
"5289","ham","Hi! This is Roger from CL. How are you?"
"5290","ham","Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know"
"5291","ham","Thinking of u ;) x"
"5292","ham","Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + # . Dont miss a delicious treat."
"5293","ham","Ok, be careful ! Don't text and drive !"
"5294","ham","Aiyah then i wait lor. Then u entertain me. Hee..."
"5295","spam","Please CALL 08712402972 immediately as there is an urgent message waiting for you"
"5296","ham","Loosu go to hospital. De dont let it careless."
"5297","ham","Yes i thought so. Thanks."
"5298","ham","Geeee ... I miss you already, you know ? Your all I can think about. I can't wait till next year when we will be together ... *loving kiss*"
"5299","ham","Compliments to you. Was away from the system. How your side."
"5300","spam","Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA"
"5301","ham","Thought praps you meant another one. Goodo! I'll look tomorrow "
"5302","ham","Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
"5303","ham","She's fine. Good to hear from you. How are you my dear? Happy new year oh."
"5304","spam","As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP"
"5305","ham","When/where do I pick you up"
"5306","ham","Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
"5307","ham","But you dint in touch with me."
"5308","ham","Lol ... I knew that .... I saw him in the dollar store"
"5309","ham","Ok omw now, you at castor?"
"5310","ham","Sir send to group mail check it."
"5311","ham","Doing my masters. When will you buy a bb cos i have for sale and how's bf"
"5312","ham","Cool. So how come you havent been wined and dined before?"
"5313","ham","No need to buy lunch for me.. I eat maggi mee.."
"5314","ham","He is a womdarfull actor"
"5315","ham","I see a cup of coffee animation"
"5316","ham","You bad girl. I can still remember them"
"5317","ham","Fine. Do you remember me."
"5318","ham","At WHAT TIME should i come tomorrow"
"5319","ham","Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you"
"5320","ham","Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh."
"5321","ham","Joy's father is John. Then John is the NAME of Joy's father. Mandan"
"5322","spam","Please CALL 08712402578 immediately as there is an urgent message waiting for you"
"5323","ham","S:-)if we have one good partnership going we will take lead:)"
"5324","ham","Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx"
"5325","ham","I'll text now! All creepy like so he won't think that we forgot"
"5326","ham","Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
"5327","ham","Oh really?? Did you make it on air? What's your talent?"
"5328","ham","No prob. I will send to your email."
"5329","ham","What is your record for one night? :)"
"5330","spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"5331","ham","Yay can't wait to party together!"
"5332","ham","Easy ah?sen got selected means its good.."
"5333","ham","You intrepid duo you! Have a great time and see you both soon. "
"5334","ham","They are just making it easy to pay back. I have  # yrs to say but i can pay back earlier. You get?"
"5335","ham","Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?"
"5336","ham","Ok..."
"5337","ham","When you guys planning on coming over?"
"5338","ham","Then any special there?"
"5339","ham","Moji just informed me that you saved our lives. Thanks."
"5340","ham","As usual..iam fine, happy & doing well..:)"
"5341","ham","So what about you. What do you remember"
"5342","ham","Erm. I thought the contract ran out the4th of october."
"5343","spam","Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
"5344","spam","XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription "
"5345","ham","Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
"5346","ham","Anything lor but toa payoh got place 2 walk meh..."
"5347","ham","Can't take any major roles in community outreach. You rock mel"
"5348","ham","Oh just getting even with u.... u?"
"5349","ham","I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
"5350","spam","Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
"5351","ham","Will it help if we propose going back again tomorrow"
"5352","ham","I accidentally deleted the message. Resend please."
"5353","ham","Shall i send that exe to your mail id."
"5354","ham","Can u send me a copy of da report?"
"5355","ham","How are you babes. Hope your doing ok. I had a bad nights sleep. I fell asleep at 5.I’m knackered and i’m dreading work tonight. What are thou upto tonight. X"
"5356","ham","How long before you get reply, just defer admission til next semester"
"5357","ham","HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH."
"5358","ham","What's up. Do you want me to come online?"
"5359","ham","Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance."
"5360","ham","here is my new address -apples&pairs&all that malarky"
"5361","ham","Yes.i'm in office da:)"
"5362","spam","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
"5363","ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
"5364","spam","Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow"
"5365","ham","Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet."
"5366","ham","Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor."
